Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,Karyawan Beratahan,Travel_Rarely,759,Sales,2,College,Marketing,Very High,Female,46,High,Advanced,Sales Executive,Medium,Divorced,5715,22553,7,No,12,High,High,Medium,8,5,Excellent,5,4,1,3
30,Karyawan Keluar,Travel_Frequently,334,Sales,26,Master,Marketing,High,Female,52,Medium,Advanced,Sales Executive,Low,Single,6696,22967,5,No,15,High,High,Very High,9,5,Good,6,3,0,1
42,Karyawan Beratahan,Travel_Rarely,932,Research & Development,1,College,Life Sciences,Very High,Female,43,Medium,Advanced,Manufacturing Director,Very High,Married,6062,4051,9,Yes,13,High,Very High,Low,8,4,Excellent,4,3,0,2
41,Karyawan Beratahan,Non-Travel,509,Research & Development,2,Master,Other,Low,Female,62,Medium,Advanced,Healthcare Representative,High,Single,6811,2112,2,Yes,17,High,Low,Very High,10,3,Excellent,8,7,0,7
42,Karyawan Beratahan,Non-Travel,495,Research & Development,2,Below College,Life Sciences,High,Male,37,High,Advanced,Manager,High,Married,17861,26582,0,Yes,13,High,Very High,Very High,21,3,Good,20,8,2,10
25,Karyawan Beratahan,Travel_Rarely,622,Sales,13,Below College,Medical,Medium,Male,40,High,Basic,Sales Representative,High,Married,2096,26376,1,No,11,High,High,Very High,7,1,Excellent,7,4,0,6
31,Karyawan Keluar,Travel_Rarely,1365,Sales,13,Master,Medical,Medium,Male,46,High,Advanced,Sales Executive,Low,Divorced,4233,11512,2,No,17,High,High,Very High,9,2,Low,3,1,1,2
41,Karyawan Beratahan,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,Very High,Male,95,Medium,Advanced,Manufacturing Director,Medium,Single,6032,10110,6,Yes,15,High,Very High,Very High,8,3,Excellent,5,4,1,2
36,Karyawan Beratahan,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,High,Female,53,High,Advanced,Manufacturing Director,Medium,Single,5410,2323,9,Yes,11,High,Very High,Very High,18,2,Excellent,16,14,5,12
38,Karyawan Beratahan,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,Low,Male,45,Medium,Advanced,Healthcare Representative,Low,Divorced,6288,4284,2,No,15,High,High,Low,13,3,Good,4,3,1,2
35,Karyawan Beratahan,Travel_Rarely,1258,Research & Development,1,Master,Life Sciences,Very High,Female,40,Very High,Basic,Research Scientist,High,Single,2506,13301,3,No,13,High,High,Very High,7,0,Excellent,2,2,2,2
45,Karyawan Beratahan,Non-Travel,1050,Sales,9,Master,Life Sciences,Medium,Female,65,Medium,Advanced,Sales Executive,High,Married,5593,17970,1,No,13,High,Very High,Low,15,2,Excellent,15,10,4,12
47,Karyawan Beratahan,Travel_Frequently,217,Sales,3,Bachelor,Medical,Very High,Female,49,High,Advanced,Sales Executive,High,Divorced,13770,10225,9,Yes,12,High,Very High,Medium,28,2,Good,22,2,11,13
56,Karyawan Beratahan,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,Very High,Female,92,High,Advanced,Manager,Low,Divorced,19943,18575,4,No,13,High,Very High,Low,28,2,Excellent,5,2,4,2
59,Karyawan Beratahan,Non-Travel,1420,Human Resources,2,Master,Human Resources,High,Female,32,Medium,Advanced,Manager,Very High,Married,18844,21922,9,No,21,Very High,Very High,Low,30,3,Excellent,3,2,2,2
28,Karyawan Keluar,Travel_Rarely,654,Research & Development,1,College,Life Sciences,Low,Female,67,Low,Basic,Research Scientist,Medium,Single,2216,3872,7,Yes,13,High,Very High,Very High,10,4,Excellent,7,7,3,7
50,Karyawan Keluar,Travel_Frequently,959,Sales,1,Master,Other,Very High,Male,81,High,Advanced,Sales Executive,High,Single,4728,17251,3,Yes,14,High,Very High,Very High,5,4,Excellent,0,0,0,0
30,Karyawan Beratahan,Travel_Rarely,946,Research & Development,2,Bachelor,Medical,High,Female,52,Medium,Advanced,Manufacturing Director,Very High,Single,6877,20234,5,Yes,24,Very High,Medium,Very High,12,4,Good,0,0,0,0
30,Karyawan Beratahan,Travel_Rarely,125,Research & Development,9,College,Medical,Very High,Male,83,Medium,Basic,Laboratory Technician,High,Single,2206,16117,1,No,13,High,Low,Very High,10,5,Excellent,10,0,1,8
21,Karyawan Beratahan,Non-Travel,895,Sales,9,College,Medical,Low,Male,39,High,Basic,Sales Representative,Very High,Single,2610,2851,1,No,24,Very High,High,Very High,3,3,Good,3,2,2,2
35,Karyawan Keluar,Travel_Rarely,622,Research & Development,14,Master,Other,High,Male,39,Medium,Basic,Laboratory Technician,Medium,Divorced,3743,10074,1,Yes,24,Very High,Very High,Low,5,2,Low,4,2,0,2
40,Karyawan Beratahan,Travel_Rarely,1171,Research & Development,10,Master,Life Sciences,Very High,Female,46,Very High,Basic,Laboratory Technician,High,Married,2213,22495,3,Yes,13,High,High,Low,10,3,Excellent,7,7,1,7
56,Karyawan Beratahan,Travel_Rarely,832,Research & Development,9,Bachelor,Medical,High,Male,81,High,Advanced,Healthcare Representative,Very High,Married,11103,20420,7,No,11,High,High,Very High,30,1,Good,10,7,1,1
46,Karyawan Beratahan,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,Very High,Male,52,High,Advanced,Research Director,Medium,Married,19081,10849,5,No,11,High,Low,Low,25,2,Excellent,4,2,0,3
40,Karyawan Beratahan,Travel_Rarely,905,Research & Development,19,College,Medical,High,Male,99,High,Advanced,Laboratory Technician,Very High,Married,2741,16523,8,Yes,15,High,High,Low,15,2,Outstanding,7,2,3,7
46,Karyawan Beratahan,Travel_Rarely,945,Human Resources,5,College,Medical,Medium,Male,80,High,Advanced,Human Resources,Medium,Divorced,5021,10425,8,Yes,22,Very High,Very High,Low,16,2,Excellent,4,2,0,2
35,Karyawan Beratahan,Travel_Rarely,776,Sales,1,Master,Marketing,High,Male,32,Medium,Advanced,Sales Executive,Low,Single,4312,23016,0,No,14,High,Medium,Very High,16,2,Excellent,15,13,2,8
40,Karyawan Beratahan,Travel_Frequently,593,Research & Development,9,Master,Medical,Medium,Female,88,High,Intermediate ,Research Director,High,Single,13499,13782,9,No,17,High,High,Very High,20,3,Good,18,7,2,13
36,Karyawan Beratahan,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,Low,Female,63,Very High,Intermediate ,Research Director,Low,Married,11713,20335,9,No,14,High,Low,Low,10,2,Excellent,8,7,0,5
43,Karyawan Beratahan,Travel_Rarely,930,Research & Development,6,Bachelor,Medical,Low,Female,73,Medium,Advanced,Research Scientist,High,Single,4081,20003,1,Yes,14,High,Low,Very High,20,3,Low,20,7,1,8
31,Karyawan Beratahan,Travel_Frequently,444,Sales,5,Bachelor,Marketing,Very High,Female,84,High,Basic,Sales Representative,Medium,Divorced,2789,3909,1,No,11,High,High,Low,2,5,Good,2,2,2,2
36,Karyawan Beratahan,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,High,Male,36,High,Basic,Human Resources,Medium,Married,2143,25527,4,No,13,High,Medium,Low,8,2,Excellent,5,2,0,4
36,Karyawan Beratahan,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,High,Female,77,Low,Intermediate ,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Very High,High,Low,17,2,Excellent,7,7,7,7
45,Karyawan Beratahan,Travel_Rarely,954,Sales,2,College,Technical Degree,Medium,Male,46,Low,Advanced,Sales Representative,High,Single,6632,12388,0,No,13,High,Low,Very High,9,3,Excellent,8,7,3,1
27,Karyawan Beratahan,Non-Travel,1450,Research & Development,3,Bachelor,Medical,High,Male,79,Medium,Basic,Research Scientist,High,Divorced,2566,25326,1,Yes,15,High,Very High,Low,1,2,Good,1,1,0,1
51,Karyawan Beratahan,Travel_Rarely,684,Research & Development,6,Bachelor,Life Sciences,Low,Male,51,High,Advanced,Research Director,High,Single,19537,6462,7,No,13,High,High,Very High,23,5,Excellent,20,18,15,15
53,Karyawan Beratahan,Travel_Frequently,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,Intermediate ,Sales Executive,Medium,Married,7525,23537,2,No,12,High,Low,Low,30,2,Excellent,15,7,6,12
31,Karyawan Keluar,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,Low,Male,66,High,Intermediate ,Healthcare Representative,High,Married,9824,22908,3,No,12,High,Low,Very High,12,2,Excellent,1,0,0,0
35,Karyawan Beratahan,Travel_Rarely,1343,Research & Development,27,Below College,Medical,High,Female,53,Medium,Basic,Research Scientist,Low,Single,2559,17852,1,No,11,High,Very High,Very High,6,3,Good,6,5,1,1
27,Karyawan Beratahan,Travel_Rarely,1377,Research & Development,11,Below College,Life Sciences,Medium,Male,91,High,Basic,Laboratory Technician,Low,Married,2099,7679,0,No,14,High,Medium,Very High,6,3,Outstanding,5,0,1,4
27,Karyawan Beratahan,Travel_Rarely,1469,Research & Development,1,College,Medical,Very High,Male,82,High,Basic,Laboratory Technician,Medium,Divorced,3816,17881,1,No,11,High,Medium,Low,5,2,Excellent,5,2,0,4
34,Karyawan Beratahan,Travel_Rarely,470,Research & Development,2,Master,Life Sciences,Very High,Male,84,Medium,Advanced,Manufacturing Director,Low,Married,5957,23687,6,No,13,High,Medium,Low,13,3,Excellent,11,9,5,9
24,Karyawan Beratahan,Travel_Rarely,1353,Sales,3,College,Other,Low,Female,33,High,Advanced,Sales Executive,High,Married,4999,17519,0,No,21,Very High,Low,Low,4,2,Good,3,2,0,2
38,Karyawan Beratahan,Travel_Frequently,693,Research & Development,7,Bachelor,Life Sciences,Very High,Male,57,Very High,Basic,Research Scientist,High,Divorced,2610,15748,1,No,11,High,Very High,High,4,2,Excellent,4,2,0,3
41,Karyawan Beratahan,Non-Travel,256,Sales,10,College,Medical,High,Male,40,Low,Advanced,Sales Executive,Medium,Single,6151,22074,1,No,13,High,Low,Very High,19,4,Excellent,19,2,11,9
46,Karyawan Beratahan,Travel_Rarely,488,Sales,2,Bachelor,Technical Degree,High,Female,75,Low,Advanced,Manager,Medium,Married,16872,14977,3,Yes,12,High,Medium,Low,28,2,Good,7,7,7,7
30,Karyawan Beratahan,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,Medium,Female,83,High,Advanced,Sales Executive,High,Single,6577,19558,0,No,11,High,Medium,Very High,6,6,Excellent,5,4,4,4
46,Karyawan Beratahan,Travel_Rarely,430,Research & Development,1,Master,Medical,Very High,Male,40,High,Advanced,Research Director,Very High,Divorced,19627,21445,9,No,17,High,Very High,Medium,23,0,Excellent,2,2,2,2
27,Karyawan Beratahan,Travel_Rarely,975,Research & Development,7,Bachelor,Medical,Very High,Female,55,Medium,Advanced,Healthcare Representative,Low,Single,6811,23398,8,No,19,High,Low,Very High,9,2,Low,7,6,0,7
32,Karyawan Beratahan,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,Very High,Female,38,High,Advanced,Research Scientist,High,Single,4998,2338,4,Yes,14,High,Very High,Very High,10,2,Excellent,8,7,0,7
41,Karyawan Beratahan,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,Very High,Female,75,High,Intermediate ,Manager,Very High,Single,13591,14674,3,Yes,18,High,High,Very High,16,3,Excellent,1,0,0,0
21,Karyawan Keluar,Travel_Frequently,756,Sales,1,Below College,Technical Degree,Low,Female,99,Medium,Basic,Sales Representative,Medium,Single,2174,9150,1,Yes,11,High,High,Very High,3,3,Excellent,3,2,1,2
34,Karyawan Beratahan,Travel_Frequently,560,Research & Development,1,Master,Other,Very High,Male,91,High,Basic,Research Scientist,Low,Divorced,2996,20284,5,No,14,High,High,Medium,10,2,Excellent,4,3,1,3
36,Karyawan Beratahan,Travel_Frequently,566,Research & Development,18,Master,Life Sciences,High,Male,81,Very High,Basic,Laboratory Technician,Very High,Married,3688,7122,4,No,18,High,Very High,Medium,4,2,Excellent,1,0,0,0
34,Karyawan Beratahan,Travel_Frequently,303,Sales,2,Master,Marketing,High,Female,75,High,Basic,Sales Representative,High,Married,2231,11314,6,No,18,High,Very High,Low,6,3,Excellent,4,3,1,2
26,Karyawan Keluar,Travel_Rarely,1357,Research & Development,25,Bachelor,Life Sciences,Low,Male,48,Low,Basic,Laboratory Technician,High,Single,2293,10558,1,No,12,High,High,Very High,1,2,Good,1,0,0,1
48,Karyawan Beratahan,Travel_Rarely,969,Research & Development,2,College,Technical Degree,Very High,Male,76,Very High,Basic,Laboratory Technician,Medium,Single,2559,16620,5,No,11,High,High,Very High,7,4,Good,1,0,0,0
53,Karyawan Beratahan,Travel_Rarely,1084,Research & Development,13,College,Medical,Very High,Female,57,Very High,Advanced,Manufacturing Director,Low,Divorced,4450,26250,1,No,11,High,High,Medium,5,3,Excellent,4,2,1,3
39,Karyawan Beratahan,Travel_Rarely,1498,Sales,21,Master,Life Sciences,Low,Male,44,Medium,Advanced,Sales Executive,Very High,Married,6120,3567,3,Yes,12,High,Very High,Medium,8,2,Outstanding,5,4,1,4
31,Karyawan Beratahan,Travel_Rarely,326,Sales,8,College,Life Sciences,Low,Male,31,High,Intermediate ,Sales Executive,Very High,Divorced,10793,8386,1,No,18,High,Low,Low,13,5,Excellent,13,7,9,9
27,Karyawan Beratahan,Travel_Frequently,793,Sales,2,Below College,Life Sciences,Very High,Male,43,Low,Advanced,Sales Executive,Very High,Single,5071,20392,3,No,20,Very High,Medium,Very High,8,3,Excellent,6,2,0,0
45,Karyawan Beratahan,Travel_Rarely,930,Sales,9,Bachelor,Marketing,Very High,Male,74,High,Intermediate ,Sales Executive,Low,Divorced,10761,19239,4,Yes,12,High,High,Low,18,2,Excellent,5,4,0,2
32,Karyawan Beratahan,Travel_Frequently,1311,Research & Development,7,Bachelor,Life Sciences,Medium,Male,100,Very High,Basic,Laboratory Technician,Medium,Married,2794,26062,1,No,20,Very High,High,Very High,5,3,Low,5,1,0,3
56,Karyawan Beratahan,Travel_Rarely,1400,Research & Development,7,Bachelor,Life Sciences,Very High,Male,49,Low,Intermediate ,Manufacturing Director,Very High,Single,7260,21698,4,No,11,High,Low,Very High,37,3,Good,6,4,0,2
51,Karyawan Beratahan,Travel_Rarely,1169,Research & Development,7,Master,Medical,Medium,Male,34,Medium,Advanced,Manufacturing Director,High,Married,6132,13983,2,No,17,High,High,Very High,10,2,Excellent,1,0,0,0
50,Karyawan Beratahan,Travel_Rarely,691,Research & Development,2,Bachelor,Medical,High,Male,64,High,Advanced,Research Director,High,Married,17639,6881,5,No,16,High,Very High,Very High,30,3,Excellent,4,3,0,3
28,Karyawan Beratahan,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,Very High,Female,93,High,Intermediate ,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,High,Medium,High,10,3,Good,9,7,1,7
33,Karyawan Keluar,Travel_Frequently,827,Research & Development,29,Master,Medical,Low,Female,54,Medium,Advanced,Research Scientist,High,Single,4508,3129,1,No,22,Very High,Medium,Very High,14,4,Excellent,13,7,3,8
29,Karyawan Keluar,Travel_Rarely,906,Research & Development,10,Bachelor,Life Sciences,Very High,Female,92,Medium,Basic,Research Scientist,Low,Single,2404,11479,6,Yes,20,Very High,High,Very High,3,5,Excellent,0,0,0,0
41,Karyawan Beratahan,Travel_Rarely,549,Research & Development,7,College,Medical,Very High,Female,42,High,Advanced,Manufacturing Director,High,Single,5003,23371,6,No,14,High,Medium,Very High,8,6,Excellent,2,2,2,1
52,Karyawan Keluar,Travel_Rarely,723,Research & Development,8,Master,Medical,High,Male,85,Medium,Advanced,Research Scientist,Medium,Married,4941,17747,2,No,15,High,Low,Very High,11,3,Good,8,2,7,7
22,Karyawan Keluar,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,High,Male,48,Medium,Basic,Research Scientist,Very High,Married,2853,4223,0,Yes,11,High,Medium,Low,1,5,Excellent,0,0,0,0
28,Karyawan Beratahan,Travel_Rarely,1179,Research & Development,19,Master,Medical,Very High,Male,78,Medium,Basic,Laboratory Technician,Low,Married,3196,12449,1,No,12,High,High,High,6,2,Excellent,6,5,3,3
27,Karyawan Beratahan,Travel_Rarely,1115,Research & Development,3,Master,Medical,Low,Male,54,Medium,Basic,Research Scientist,Very High,Single,2045,15174,0,No,13,High,Very High,Very High,5,0,Excellent,4,2,1,1
47,Karyawan Beratahan,Travel_Frequently,1309,Sales,4,Below College,Medical,Medium,Male,99,High,Advanced,Sales Representative,High,Single,2976,25751,3,No,19,High,Low,Very High,5,3,Excellent,0,0,0,0
44,Karyawan Beratahan,Non-Travel,489,Research & Development,23,Bachelor,Medical,Medium,Male,67,High,Advanced,Laboratory Technician,Medium,Married,2042,25043,4,No,12,High,High,Low,17,3,Outstanding,3,2,1,2
33,Karyawan Beratahan,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,Very High,Female,72,High,Basic,Research Scientist,Medium,Married,2756,4673,1,No,13,High,Very High,Low,8,5,Excellent,8,7,1,6
35,Karyawan Beratahan,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,High,Male,44,Medium,Intermediate ,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,High,Medium,Low,15,2,Outstanding,7,7,6,4
45,Karyawan Beratahan,Travel_Rarely,193,Research & Development,6,Master,Other,Very High,Male,52,High,Intermediate ,Research Director,Low,Married,13245,15067,4,Yes,14,High,Medium,Very High,17,3,Outstanding,0,0,0,0
35,Karyawan Beratahan,Travel_Rarely,583,Research & Development,25,Master,Medical,High,Female,57,High,Intermediate ,Healthcare Representative,High,Divorced,10388,6975,1,Yes,11,High,High,Low,16,3,Good,16,10,10,1
34,Karyawan Beratahan,Travel_Rarely,1354,Research & Development,5,Bachelor,Medical,High,Female,45,Medium,Intermediate ,Manager,Low,Single,11631,5615,2,No,12,High,Very High,Very High,14,6,Excellent,11,10,5,8
24,Karyawan Beratahan,Travel_Rarely,1476,Sales,4,Below College,Medical,Very High,Female,42,High,Advanced,Sales Executive,High,Married,4162,15211,1,Yes,12,High,High,Medium,5,3,Excellent,5,4,0,3
26,Karyawan Keluar,Travel_Rarely,950,Sales,4,Master,Marketing,Very High,Male,48,Medium,Advanced,Sales Executive,Very High,Single,5828,8450,1,Yes,12,High,Medium,Very High,8,0,Excellent,8,7,7,4
32,Karyawan Beratahan,Travel_Rarely,499,Sales,2,Below College,Marketing,High,Male,36,High,Advanced,Sales Executive,Medium,Married,4078,20497,0,Yes,13,High,Low,High,4,3,Good,3,2,1,2
43,Karyawan Beratahan,Travel_Rarely,1273,Research & Development,2,College,Medical,Very High,Female,72,Very High,Basic,Research Scientist,High,Divorced,2645,21923,1,No,12,High,Very High,Medium,6,3,Good,5,3,1,4
34,Karyawan Beratahan,Travel_Rarely,1346,Research & Development,19,College,Medical,Medium,Male,93,High,Basic,Laboratory Technician,Very High,Divorced,2661,8758,0,No,11,High,High,Low,3,2,Excellent,2,2,1,2
37,Karyawan Beratahan,Travel_Rarely,124,Research & Development,3,Bachelor,Other,Very High,Female,35,High,Advanced,Healthcare Representative,Medium,Single,4107,13848,3,No,15,High,Low,Very High,8,3,Good,4,3,0,1
32,Karyawan Beratahan,Travel_Rarely,859,Research & Development,4,Bachelor,Life Sciences,High,Female,98,Medium,Advanced,Manufacturing Director,High,Married,6162,19124,1,No,12,High,High,Low,14,3,Excellent,14,13,6,8
31,Karyawan Beratahan,Travel_Rarely,106,Human Resources,2,Bachelor,Human Resources,Low,Male,62,Medium,Advanced,Human Resources,Low,Married,6410,17822,3,No,12,High,Very High,Very High,9,1,Excellent,2,2,1,0
25,Karyawan Beratahan,Non-Travel,675,Research & Development,5,College,Life Sciences,Medium,Male,85,Very High,Advanced,Healthcare Representative,Low,Divorced,4000,18384,1,No,12,High,Very High,Medium,6,2,Excellent,6,3,1,5
30,Karyawan Beratahan,Travel_Rarely,1334,Sales,4,College,Medical,High,Female,63,Medium,Advanced,Sales Executive,Medium,Divorced,5209,19760,1,Yes,12,High,Medium,High,11,4,Good,11,8,2,7
28,Karyawan Keluar,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,Low,Male,45,Medium,Basic,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,High,Low,Medium,1,2,Excellent,1,0,0,0
35,Karyawan Beratahan,Travel_Rarely,672,Research & Development,25,Bachelor,Technical Degree,Very High,Male,78,Medium,Intermediate ,Manufacturing Director,Medium,Married,10903,9129,3,No,16,High,Low,Very High,16,2,Excellent,13,10,4,8
33,Karyawan Beratahan,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,Very High,Male,34,Medium,Intermediate ,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,High,High,Low,9,2,Excellent,3,2,1,2
30,Karyawan Beratahan,Travel_Rarely,570,Sales,5,Bachelor,Marketing,Very High,Female,30,Medium,Advanced,Sales Executive,High,Divorced,6118,5431,1,No,13,High,High,High,10,2,Excellent,10,9,1,2
24,Karyawan Beratahan,Non-Travel,1092,Research & Development,9,Bachelor,Life Sciences,High,Male,60,Medium,Basic,Laboratory Technician,Medium,Divorced,2694,26551,1,No,11,High,High,High,1,4,Excellent,1,0,0,0
